Chromosome,ChromStart,ChromEnd,Band,Stain
chr1,131840915,131840915,p36.33,acen
chr1,131840915,131841056,q11,gneg
chr1,131841056,131841056,p36.33,acen
chr1,131841056,131841211,q11,gneg
chr1,131841211,131841211,p36.33,acen
chr1,131841211,131841365,q11,gneg
chr1,131841365,131841365,p36.33,acen
chr1,131841365,131841522,q11,gneg
chr1,131841522,131841522,p36.33,acen
chr1,131841522,131841675,q11,gneg
chr1,131841675,131841675,p36.33,acen
chr1,131841675,131910951,q11,gneg
chr1,131910951,131910951,p36.33,acen
chr1,131910951,131911105,q11,gneg
chr1,131911105,131911105,p36.33,acen
chr1,131911105,131940913,q11,gneg
chr1,131940913,131940913,p36.33,acen
chr1,131940913,131941069,q11,gneg
chr1,131941069,131941069,p36.33,acen
chr1,131941069,131941225,q11,gneg
chr1,131941225,131941225,p36.33,acen
chr1,131941225,131941390,q11,gneg
chr1,131941390,131941390,p36.33,acen
chr1,131941390,131941530,q11,gneg
chr1,131941530,131941530,p36.33,acen
chr1,131941530,131941816,q11,gneg
chr1,131941816,131941816,p36.33,acen
chr1,131941816,131941972,q11,gneg
chr1,131941972,131941972,p36.33,acen
chr1,131941972,131942224,q11,gneg
chr1,131942224,131942224,p36.33,acen
chr1,131942224,131942376,q11,gneg
chr1,131942376,131942376,p36.33,acen
chr1,131942376,131942532,q11,gneg
chr1,131942532,131942532,p36.33,acen
chr1,131942532,131942681,q11,gneg
chr1,131942681,131942681,p36.33,acen
chr1,131942681,131942836,q11,gneg
chr1,131942836,131942836,p36.33,acen
chr1,131942836,131942992,q11,gneg
chr1,131942992,131942992,p36.33,acen
chr1,131942992,131943148,q11,gneg
chr1,131943148,131943148,p36.33,acen
chr1,131943148,131943458,q11,gneg
chr1,131943458,131943458,p36.33,acen
chr1,131943458,131943824,q11,gneg
chr1,131943824,131943824,p36.33,acen
chr1,131943824,131943980,q11,gneg
chr1,131943980,131943980,p36.33,acen
chr1,131943980,131944135,q11,gneg
chr1,131944135,131944135,p36.33,acen
chr1,131944135,131944301,q11,gneg
chr1,131944301,131944301,p36.33,acen
chr1,131944301,131944448,q11,gneg
chr1,131944448,131944448,p36.33,acen
chr1,131944448,131944605,q11,gneg
chr1,131944605,131944605,p36.33,acen
chr1,131944605,131944758,q11,gneg
chr1,131944758,131944758,p36.33,acen
chr1,131944758,131944911,q11,gneg
chr1,131944911,131944911,p36.33,acen
chr1,131944911,131945067,q11,gneg
chr1,131945067,131945067,p36.33,acen
chr1,131945067,131945317,q11,gneg
chr1,131945317,131945317,p36.33,acen
chr1,131945317,131945472,q11,gneg
chr1,131945472,131945472,p36.33,acen
chr1,131945472,131945627,q11,gneg
chr1,131945627,131945627,p36.33,acen
chr1,131945627,131945768,q11,gneg
chr1,131945768,131945768,p36.33,acen
chr1,131945768,131945923,q11,gneg
chr1,131945923,131945923,p36.33,acen
chr1,131945923,131946079,q11,gneg
chr1,131946079,131946079,p36.33,acen
chr1,131946079,131946235,q11,gneg
chr1,131946235,131946235,p36.33,acen
chr1,131946235,131946384,q11,gneg
chr1,131946384,131946384,p36.33,acen
chr1,131946384,131946541,q11,gneg
chr1,131946541,131946541,p36.33,acen
chr1,131946541,131946694,q11,gneg
chr1,131946694,131946694,p36.33,acen
chr1,131946694,131947004,q11,gneg
chr1,131947004,131947004,p36.33,acen
chr1,131947004,131947156,q11,gneg
chr1,131947156,131947156,p36.33,acen
chr1,131947156,131947311,q11,gneg
chr1,131947311,131947311,p36.33,acen
chr1,131947311,131947466,q11,gneg
chr1,131947466,131947466,p36.33,acen
chr1,131947466,131947619,q11,gneg
chr1,131947619,131947619,p36.33,acen
chr1,131947619,131947775,q11,gneg
chr1,131947775,131947775,p36.33,acen
chr1,131947775,131947928,q11,gneg
chr1,131947928,131947928,p36.33,acen
chr1,131947928,131948083,q11,gneg
chr1,131948083,131948083,p36.33,acen
chr1,131948083,131948237,q11,gneg
chr1,131948237,131948237,p36.33,acen
chr1,131948237,131948391,q11,gneg
chr1,131948391,131948391,p36.33,acen
chr1,131948391,131948548,q11,gneg
chr1,131948548,131948548,p36.33,acen
chr1,131948548,131948690,q11,gneg
chr1,131948690,131948690,p36.33,acen
chr1,131948690,131948984,q11,gneg
chr1,131948984,131948984,p36.33,acen
chr1,131948984,131949124,q11,gneg
chr1,131949124,131949124,p36.33,acen
chr1,131949124,131949277,q11,gneg
chr1,131949277,131949277,p36.33,acen
chr1,131949277,131949431,q11,gneg
chr1,131949431,131949431,p36.33,acen
chr1,131949431,131949587,q11,gneg
chr1,131949587,131949587,p36.33,acen
chr1,131949587,131949746,q11,gneg
chr1,131949746,131949746,p36.33,acen
chr1,131949746,131949898,q11,gneg
chr1,131949898,131949898,p36.33,acen
chr1,131949898,131950059,q11,gneg
chr1,131950059,131950059,p36.33,acen
chr1,131950059,131950215,q11,gneg
chr1,131950215,131950215,p36.33,acen
chr1,131950215,131950374,q11,gneg
chr1,131950374,131950374,p36.33,acen
chr1,131950374,131950525,q11,gneg
chr1,131950525,131950525,p36.33,acen
chr1,131950525,131950679,q11,gneg
chr1,131950679,131950679,p36.33,acen
chr1,131950679,131950835,q11,gneg
chr1,131950835,131950835,p36.33,acen
chr1,131950835,131950991,q11,gneg
chr1,131950991,131950991,p36.33,acen
chr1,131950991,131951283,q11,gneg
chr1,131951283,131951283,p36.33,acen
chr1,131951283,131951440,q11,gneg
chr1,131951440,131951440,p36.33,acen
chr1,131951440,131951586,q11,gneg
chr1,131951586,131951586,p36.33,acen
chr1,131951586,131951750,q11,gneg
chr1,131951750,131951750,p36.33,acen
chr1,131951750,131951897,q11,gneg
chr1,131951897,131951897,p36.33,acen
chr1,131951897,131952053,q11,gneg
chr1,131952053,131952053,p36.33,acen
chr1,131952053,131952212,q11,gneg
chr1,131952212,131952212,p36.33,acen
chr1,131952212,131952363,q11,gneg
chr1,131952363,131952363,p36.33,acen
chr1,131952363,131952673,q11,gneg
chr1,131952673,131952673,p36.33,acen
chr1,131952673,131952829,q11,gneg
chr1,131952829,131952829,p36.33,acen
chr1,131952829,131952985,q11,gneg
chr1,131952985,131952985,p36.33,acen
chr1,131952985,131953140,q11,gneg
chr1,131953140,131953140,p36.33,acen
chr1,131953140,131953294,q11,gneg
chr1,131953294,131953294,p36.33,acen
chr1,131953294,131953444,q11,gneg
chr1,131953444,131953444,p36.33,acen
chr1,131953444,131953597,q11,gneg
chr1,131953597,131953597,p36.33,acen
chr1,131953597,131953753,q11,gneg
chr1,131953753,131953753,p36.33,acen
chr1,131953753,131953892,q11,gneg
chr1,131953892,131953892,p36.33,acen
chr1,131953892,131954048,q11,gneg
chr1,131954048,131954048,p36.33,acen
chr1,131954048,131954203,q11,gneg
chr1,131954203,131954203,p36.33,acen
chr1,131954203,131954359,q11,gneg
chr1,131954359,131954359,p36.33,acen
chr1,131954359,131954512,q11,gneg
chr1,131954512,131954512,p36.33,acen
chr1,131954512,131954666,q11,gneg
chr1,131954666,131954666,p36.33,acen
chr1,131954666,131954820,q11,gneg
chr1,131954820,131954820,p36.33,acen
chr1,131954820,131954975,q11,gneg
chr1,131954975,131954975,p36.33,acen
chr1,131954975,131955132,q11,gneg
chr1,131955132,131955132,p36.33,acen
chr1,131955132,131955290,q11,gneg
chr1,131955290,131955290,p36.33,acen
chr1,131955290,131955445,q11,gneg
chr1,131955445,131955445,p36.33,acen
chr1,131955445,131955604,q11,gneg
chr1,131955604,131955604,p36.33,acen
chr1,131955604,131955759,q11,gneg
chr1,131955759,131955759,p36.33,acen
chr1,131955759,131955899,q11,gneg
chr1,131955899,131955899,p36.33,acen
chr1,131955899,131956055,q11,gneg
chr1,131956055,131956055,p36.33,acen
chr1,131956055,131956211,q11,gneg
chr1,131956211,131956211,p36.33,acen
chr1,131956211,131956367,q11,gneg
chr1,131956367,131956367,p36.33,acen
chr1,131956367,131956520,q11,gneg
chr1,131956520,131956520,p36.33,acen
chr1,131956520,131956806,q11,gneg
chr1,131956806,131956806,p36.33,acen
chr1,131956806,131956946,q11,gneg
chr1,131956946,131956946,p36.33,acen
chr1,131956946,131957102,q11,gneg
chr1,131957102,131957102,p36.33,acen
chr1,131957102,131957257,q11,gneg
chr1,131957257,131957257,p36.33,acen
chr1,131957257,131957414,q11,gneg
chr1,131957414,131957414,p36.33,acen
chr1,131957414,131957569,q11,gneg
chr1,131957569,131957569,p36.33,acen
chr1,131957569,131957724,q11,gneg
chr1,131957724,131957724,p36.33,acen
chr1,131957724,131957873,q11,gneg
chr1,131957873,131957873,p36.33,acen
chr1,131957873,131958022,q11,gneg
chr1,131958022,131958022,p36.33,acen
chr1,131958022,131958177,q11,gneg
chr1,131958177,131958177,p36.33,acen
chr1,131958177,131958333,q11,gneg
chr1,131958333,131958333,p36.33,acen
chr1,131958333,131963904,q11,gneg
chr1,131963904,131963904,p36.33,acen
chr1,131963904,131964060,q11,gneg
chr1,131964060,131964060,p36.33,acen
chr1,131964060,131964214,q11,gneg
chr1,131964214,131964214,p36.33,acen
chr1,131964214,131964368,q11,gneg
chr1,131964368,131964368,p36.33,acen
chr1,131964368,131964522,q11,gneg
chr1,131964522,131964522,p36.33,acen
chr1,131964522,131964677,q11,gneg
chr1,131964677,131964677,p36.33,acen
chr1,131964677,131964833,q11,gneg
chr1,131964833,131964833,p36.33,acen
chr1,131964833,131964989,q11,gneg
chr1,131964989,131964989,p36.33,acen
chr1,131964989,131965140,q11,gneg
chr1,131965140,131965140,p36.33,acen
chr1,131965140,131965291,q11,gneg
chr1,131965291,131965291,p36.33,acen
chr1,131965291,131965444,q11,gneg
chr1,131965444,131965444,p36.33,acen
chr1,131965444,131965599,q11,gneg
chr1,131965599,131965599,p36.33,acen
chr1,131965599,131965738,q11,gneg
chr1,131965738,131965738,p36.33,acen
chr1,131965738,131965894,q11,gneg
chr1,131965894,131965894,p36.33,acen
chr1,131965894,131966049,q11,gneg
chr1,131966049,131966049,p36.33,acen
chr1,131966049,131966203,q11,gneg
chr1,131966203,131966203,p36.33,acen
chr1,131966203,131966357,q11,gneg
chr1,131966357,131966357,p36.33,acen
chr1,131966357,131966512,q11,gneg
chr1,131966512,131966512,p36.33,acen
chr1,131966512,131966668,q11,gneg
chr1,131966668,131966668,p36.33,acen
chr1,131966668,131966824,q11,gneg
chr1,131966824,131966824,p36.33,acen
chr1,131966824,131966977,q11,gneg
chr1,131966977,131966977,p36.33,acen
chr1,131966977,131967126,q11,gneg
chr1,131967126,131967126,p36.33,acen
chr1,131967126,131967280,q11,gneg
chr1,131967280,131967280,p36.33,acen
chr1,131967280,131967435,q11,gneg
chr1,131967435,131967435,p36.33,acen
chr1,131967435,131967576,q11,gneg
chr1,131967576,131967576,p36.33,acen
chr1,131967576,131967732,q11,gneg
chr1,131967732,131967732,p36.33,acen
chr1,131967732,131967888,q11,gneg
chr1,131967888,131967888,p36.33,acen
chr1,131967888,131968044,q11,gneg
chr1,131968044,131968044,p36.33,acen
chr1,131968044,131968196,q11,gneg
chr1,131968196,131968196,p36.33,acen
chr1,131968196,131968351,q11,gneg
chr1,131968351,131968351,p36.33,acen
chr1,131968351,131968505,q11,gneg
chr1,131968505,131968505,p36.33,acen
chr1,131968505,131968658,q11,gneg
chr1,131968658,131968658,p36.33,acen
chr1,131968658,131968813,q11,gneg
chr1,131968813,131968813,p36.33,acen
chr1,131968813,131968969,q11,gneg
chr1,131968969,131968969,p36.33,acen
chr1,131968969,131969125,q11,gneg
chr1,131969125,131969125,p36.33,acen
chr1,131969125,131969278,q11,gneg
chr1,131969278,131969278,p36.33,acen
chr1,131969278,131969427,q11,gneg
chr1,131969427,131969427,p36.33,acen
chr1,131969427,131969581,q11,gneg
chr1,131969581,131969581,p36.33,acen
chr1,131969581,131969736,q11,gneg
chr1,131969736,131969736,p36.33,acen
chr1,131969736,131969877,q11,gneg
chr1,131969877,131969877,p36.33,acen
chr1,131969877,131970033,q11,gneg
chr1,131970033,131970033,p36.33,acen
chr1,131970033,131970189,q11,gneg
chr1,131970189,131970189,p36.33,acen
chr1,131970189,131970345,q11,gneg
chr1,131970345,131970345,p36.33,acen
chr1,131970345,131970498,q11,gneg
chr1,131970498,131970498,p36.33,acen
chr1,131970498,131970652,q11,gneg
chr1,131970652,131970652,p36.33,acen
chr1,131970652,131970806,q11,gneg
chr1,131970806,131970806,p36.33,acen
chr1,131970806,131970961,q11,gneg
chr1,131970961,131970961,p36.33,acen
chr1,131970961,131971117,q11,gneg
chr1,131971117,131971117,p36.33,acen
chr1,131971117,131971272,q11,gneg
chr1,131971272,131971272,p36.33,acen
chr1,131971272,131971428,q11,gneg
chr1,131971428,131971428,p36.33,acen
chr1,131971428,131971583,q11,gneg
chr1,131971583,131971583,p36.33,acen
chr1,131971583,131971740,q11,gneg
chr1,131971740,131971740,p36.33,acen
chr1,131971740,131971894,q11,gneg
chr1,131971894,131971894,p36.33,acen
chr1,131971894,131972046,q11,gneg
chr1,131972046,131972046,p36.33,acen
chr1,131972046,131972199,q11,gneg
chr1,131972199,131972199,p36.33,acen
chr1,131972199,131972354,q11,gneg
chr1,131972354,131972354,p36.33,acen
chr1,131972354,131972508,q11,gneg
chr1,131972508,131972508,p36.33,acen
chr1,131972508,131972661,q11,gneg
chr1,131972661,131972661,p36.33,acen
chr1,131972661,131972816,q11,gneg
chr1,131972816,131972816,p36.33,acen
chr1,131972816,131972972,q11,gneg
chr1,131972972,131972972,p36.33,acen
chr1,131972972,131973128,q11,gneg
chr1,131973128,131973128,p36.33,acen
chr1,131973128,131973281,q11,gneg
chr1,131973281,131973281,p36.33,acen
chr1,131973281,131973430,q11,gneg
chr1,131973430,131973430,p36.33,acen
chr1,131973430,131973584,q11,gneg
chr1,131973584,131973584,p36.33,acen
chr1,131973584,131973739,q11,gneg
chr1,131973739,131973739,p36.33,acen
chr1,131973739,131973880,q11,gneg
chr1,131973880,131973880,p36.33,acen
chr1,131973880,131974036,q11,gneg
chr1,131974036,131974036,p36.33,acen
chr1,131974036,131974192,q11,gneg
chr1,131974192,131974192,p36.33,acen
chr1,131974192,131974348,q11,gneg
chr1,131974348,131974348,p36.33,acen
chr1,131974348,131974500,q11,gneg
chr1,131974500,131974500,p36.33,acen
chr1,131974500,131974655,q11,gneg
chr1,131974655,131974655,p36.33,acen
chr1,131974655,131974811,q11,gneg
chr1,131974811,131974811,p36.33,acen
chr1,131974811,131974967,q11,gneg
chr1,131974967,131974967,p36.33,acen
chr1,131974967,131975122,q11,gneg
chr1,131975122,131975122,p36.33,acen
chr1,131975122,131975275,q11,gneg
chr1,131975275,131975275,p36.33,acen
chr1,131975275,131975424,q11,gneg
chr1,131975424,131975424,p36.33,acen
chr1,131975424,131975578,q11,gneg
chr1,131975578,131975578,p36.33,acen
chr1,131975578,131975734,q11,gneg
chr1,131975734,131975734,p36.33,acen
chr1,131975734,131975889,q11,gneg
chr1,131975889,131975889,p36.33,acen
chr1,131975889,131976041,q11,gneg
chr1,131976041,131976041,p36.33,acen
chr1,131976041,131976197,q11,gneg
chr1,131976197,131976197,p36.33,acen
chr1,131976197,131976353,q11,gneg
chr1,131976353,131976353,p36.33,acen
chr1,131976353,131976508,q11,gneg
chr1,131976508,131976508,p36.33,acen
chr1,131976508,131976662,q11,gneg
chr1,131976662,131976662,p36.33,acen
chr1,131976662,131976818,q11,gneg
chr1,131976818,131976818,p36.33,acen
chr1,131976818,131976973,q11,gneg
chr1,131976973,131976973,p36.33,acen
chr1,131976973,131977125,q11,gneg
chr1,131977125,131977125,p36.33,acen
chr1,131977125,131977281,q11,gneg
chr1,131977281,131977281,p36.33,acen
chr1,131977281,131977437,q11,gneg
chr1,131977437,131977437,p36.33,acen
chr1,131977437,131977593,q11,gneg
chr1,131977593,131977593,p36.33,acen
chr1,131977593,131977748,q11,gneg
chr1,131977748,131977748,p36.33,acen
chr1,131977748,131977902,q11,gneg
chr1,131977902,131977902,p36.33,acen
chr1,131977902,131978153,q11,gneg
chr1,131978153,131978153,p36.33,acen
chr1,131978153,131978307,q11,gneg
chr1,131978307,131978307,p36.33,acen
chr1,131978307,131978466,q11,gneg
chr1,131978466,131978466,p36.33,acen
chr1,131978466,131978622,q11,gneg
chr1,131978622,131978622,p36.33,acen
chr1,131978622,131979006,q11,gneg
chr1,131979006,131979006,p36.33,acen
chr1,131979006,131979154,q11,gneg
chr1,131979154,131979154,p36.33,acen
chr1,131979154,131979305,q11,gneg
chr1,131979305,131979305,p36.33,acen
chr1,131979305,131979459,q11,gneg
chr1,131979459,131979459,p36.33,acen
chr1,131979459,131979614,q11,gneg
chr1,131979614,131979614,p36.33,acen
chr1,131979614,131979754,q11,gneg
chr1,131979754,131979754,p36.33,acen
chr1,131979754,131979912,q11,gneg
chr1,131979912,131979912,p36.33,acen
chr1,131979912,131980063,q11,gneg
chr1,131980063,131980063,p36.33,acen
chr1,131980063,131980216,q11,gneg
chr1,131980216,131980216,p36.33,acen
chr1,131980216,131980372,q11,gneg
chr1,131980372,131980372,p36.33,acen
chr1,131980372,131980517,q11,gneg
chr1,131980517,131980517,p36.33,acen
chr1,131980517,131980675,q11,gneg
chr1,131980675,131980675,p36.33,acen
chr1,131980675,131980831,q11,gneg
chr1,131980831,131980831,p36.33,acen
chr1,131980831,131980984,q11,gneg
chr1,131980984,131980984,p36.33,acen
chr1,131980984,131981139,q11,gneg
chr1,131981139,131981139,p36.33,acen
chr1,131981139,131981292,q11,gneg
chr1,131981292,131981292,p36.33,acen
chr1,131981292,131981445,q11,gneg
chr1,131981445,131981445,p36.33,acen
chr1,131981445,131981600,q11,gneg
chr1,131981600,131981600,p36.33,acen
chr1,131981600,131981757,q11,gneg
chr1,131981757,131981757,p36.33,acen
chr1,131981757,131981913,q11,gneg
chr1,131981913,131981913,p36.33,acen
chr1,131981913,131982069,q11,gneg
chr1,131982069,131982069,p36.33,acen
chr1,131982069,131982225,q11,gneg
chr1,131982225,131982225,p36.33,acen
chr1,131982225,131982379,q11,gneg
chr1,131982379,131982379,p36.33,acen
chr1,131982379,131982541,q11,gneg
chr1,131982541,131982541,p36.33,acen
chr1,131982541,131982687,q11,gneg
chr1,131982687,131982687,p36.33,acen
chr1,131982687,131982843,q11,gneg
chr1,131982843,131982843,p36.33,acen
chr1,131982843,131983002,q11,gneg
chr1,131983002,131983002,p36.33,acen
chr1,131983002,131983153,q11,gneg
chr1,131983153,131983153,p36.33,acen
chr1,131983153,131983306,q11,gneg
chr1,131983306,131983306,p36.33,acen
chr1,131983306,131983462,q11,gneg
chr1,131983462,131983462,p36.33,acen
chr1,131983462,131983617,q11,gneg
chr1,131983617,131983617,p36.33,acen
chr1,131983617,131983773,q11,gneg
chr1,131983773,131983773,p36.33,acen
chr1,131983773,131983930,q11,gneg
chr1,131983930,131983930,p36.33,acen
chr1,131983930,131984086,q11,gneg
chr1,131984086,131984086,p36.33,acen
chr1,131984086,131989509,q11,gneg
chr1,131989509,131989509,p36.33,acen
chr1,131989509,131989665,q11,gneg
chr1,131989665,131989665,p36.33,acen
chr1,131989665,131989821,q11,gneg
chr1,131989821,131989821,p36.33,acen
chr1,131989821,131989986,q11,gneg
chr1,131989986,131989986,p36.33,acen
chr1,131989986,131990131,q11,gneg
chr1,131990131,131990131,p36.33,acen
chr1,131990131,131990289,q11,gneg
chr1,131990289,131990289,p36.33,acen
chr1,131990289,131990444,q11,gneg
chr1,131990444,131990444,p36.33,acen
chr1,131990444,131990738,q11,gneg
chr1,131990738,131990738,p36.33,acen
chr1,131990738,131990887,q11,gneg
chr1,131990887,131990887,p36.33,acen
chr1,131990887,131991062,q11,gneg
chr1,131991062,131991062,p36.33,acen
chr1,131991062,131991209,q11,gneg
chr1,131991209,131991209,p36.33,acen
chr1,131991209,131991365,q11,gneg
chr1,131991365,131991365,p36.33,acen
chr1,131991365,131991514,q11,gneg
chr1,131991514,131991514,p36.33,acen
chr1,131991514,131991670,q11,gneg
chr1,131991670,131991670,p36.33,acen
chr1,131991670,131991821,q11,gneg
chr1,131991821,131991821,p36.33,acen
chr1,131991821,131991973,q11,gneg
chr1,131991973,131991973,p36.33,acen
chr1,131991973,131992129,q11,gneg
chr1,131992129,131992129,p36.33,acen
chr1,131992129,131992282,q11,gneg
chr1,131992282,131992282,p36.33,acen
chr1,131992282,131992438,q11,gneg
chr1,131992438,131992438,p36.33,acen
chr1,131992438,131992590,q11,gneg
chr1,131992590,131992590,p36.33,acen
chr1,131992590,131992755,q11,gneg
chr1,131992755,131992755,p36.33,acen
chr1,131992755,131992904,q11,gneg
chr1,131992904,131992904,p36.33,acen
chr1,131992904,131993056,q11,gneg
chr1,131993056,131993056,p36.33,acen
chr1,131993056,131993210,q11,gneg
chr1,131993210,131993210,p36.33,acen
chr1,131993210,131993364,q11,gneg
chr1,131993364,131993364,p36.33,acen
chr1,131993364,131993522,q11,gneg
chr1,131993522,131993522,p36.33,acen
chr1,131993522,131993677,q11,gneg
chr1,131993677,131993677,p36.33,acen
chr1,131993677,131993833,q11,gneg
chr1,131993833,131993833,p36.33,acen
chr1,131993833,131993992,q11,gneg
chr1,131993992,131993992,p36.33,acen
chr1,131993992,131994143,q11,gneg
chr1,131994143,131994143,p36.33,acen
chr1,131994143,131994297,q11,gneg
chr1,131994297,131994297,p36.33,acen
chr1,131994297,131994453,q11,gneg
chr1,131994453,131994453,p36.33,acen
chr1,131994453,131994608,q11,gneg
chr1,131994608,131994608,p36.33,acen
chr1,131994608,131994761,q11,gneg
